,Country,Region-Geo,Continent,Region,Year,Year_cat,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission,RankTotalGDPUS,RankAgriculturalLand,RankChildrenPerWoman,RankDemocracyScore,RankExports,RankImports,RankIncomePerPerson,RankLifeExpectancy,RankPopulationdensity,RankYearlyCO2emission,TotalRankValue,AverageRanking
0,Afghanistan,Asia - Southern,Asia,South Asia,1984,[1984],58.34444904,21.42734,20.60867,0.0,7.676,0.21889208300000002,-10.0,,,31.20000076,,,,,,,2983.713732,,,148.8,,,43.661,,,,,,,,,,2.31768067,12931791.0,19.831,,47.99,,,,,,,,,,16.6686,3.792672942,2830.666667,0.0,33.0,183.0,151.0,0.0,0.0,153.0,178.0,150.0,77.0,925.0,154.16666666666666
1,Albania,Europe - Southern,Europe,Europe & Central Asia,1984,[1984],40.62043796,25.27901,25.223589999999998,0.0,3.2969999999999997,2.7065568460000002,-9.0,1.022991667,17.41308265,80.5,,1065.235347,,,,19.37734691,11018.60262,,,43.9,-0.028354135,,71.14399999999999,,,,,1.4065999980000001,,,,,2.073296525,2891004.0,100.564,,97.87899999999999,,,,,,3079599649.0,,-1.9642642609999998,,34.8188,2.834975431,7824.666667,85.0,80.0,72.0,144.0,93.0,24.0,88.0,46.0,67.0,95.0,794.0,88.22222222222223
2,Algeria,Africa - Northern,Africa,Middle East & North Africa,1984,[1984],16.63069856,22.60633,24.1363,0.0,6.192,3.317148065,-9.0,0.7932072259999999,25.71001618,20.89999962,,2008.4721760000002,,,,27.46636749,17959.62611,,,67.9,8.433505552,,63.16,,,,,0.42710000299999995,,,,0.362057325,3.1773721760000004,21433070.0,8.999,,75.351,,95.60988739,,,,43047724737.0,,-1.75635131,,47.0828,5.075362694,71096.66667,39.0,129.0,138.0,144.0,71.0,48.0,67.0,109.0,175.0,134.0,1054.0,117.11111111111111
3,American Samoa,Oceania,Oceania,East Asia & Pacific,1984,[1984],20.0,,,0.0,,,,,,,,,,,,,19264.04838,,,,,,,,,,,0.772300005,,,,,4.0677244660000005,37706.0,189.477,,,,,,,,,,,,77.0756,4.96226781,,0.0,120.0,0.0,0.0,0.0,0.0,62.0,0.0,39.0,0.0,221.0,110.5
4,Andorra,Europe - Southern,Europe,Europe & Central Asia,1984,[1984],42.55319149,25.81874,25.70584,0.0,,,,,,,,14554.762840000001,,,,,77460.89591,,,,10.86473362,,,,,,,,,,,,4.625956288,45702.0,97.654,,,,,,,,665181771.4,,,,94.54,5.2828584869999995,,120.0,74.0,0.0,0.0,0.0,0.0,5.0,0.0,71.0,0.0,270.0,90.0
5,Angola,Africa - Central,Africa,Sub-Saharan Africa,1984,[1984],46.04154969,20.93569,20.3411,0.0,7.207000000000001,0.570031301,-7.0,0.535443989,,78.09999847,,,,,,,7582.403742,,,129.9,,,40.671,,,,,0.0594,,,,,3.414665564,8786652.0,7.047999999999999,,,,47.18808042,,,,,,,,29.13,7.650031804,5008.666667,0.0,64.0,177.0,122.0,0.0,0.0,114.0,183.0,181.0,87.0,928.0,154.66666666666666
6,Anguilla,America - Central,Central and South America,America,1984,[1984],,,,,,,,,,,,,,,,,24790.94136,,,,,,,95.40709812,99.11373708,,,,,,,,,6551.0,71.98899999999999,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,92.0,0.0,143.0,71.5
7,Antigua and Barbuda,America - Central,Central and South America,America,1984,[1984],29.54545455,23.635839999999998,24.70423,0.0,2.0980000000000003,2.1988675840000003,,,74.74385246,,,5850.656114,,,,85.00469945,21072.334219999997,,,,3.1454827219999997,,69.931,,,,,,,,,,-1.622424857,66701.0,150.907,,,,,,,,390244613.4,,-10.26084699,,34.9404,-1.391479857,146.66666669999998,126.0,102.0,35.0,0.0,5.0,125.0,58.0,64.0,49.0,21.0,585.0,73.125
8,Argentina,America - South,Central and South America,America,1984,[1984],46.96074455,25.61271,24.27477,0.0,3.123,3.562338312,8.0,1.4491488769999998,7.589895312,33.09999847,,6751.820111,,,,4.756486117,27904.65708,,,30.1,606.7359412000001,,70.439,,,,,2.683300018,5.018478,8.126039,1.9718490000000002,0.704119765,1.522480584,29899743.0,10.754000000000001,,102.69200000000001,,316.8361995,4.576219,,,202000000000.0,,2.8334091939999997,11.574860000000001,84.6078,2.032241418,106513.0,14.0,61.0,69.0,34.0,123.0,1.0,41.0,59.0,167.0,141.0,710.0,78.88888888888889
9,Armenia,Asia - Western,Asia,Europe & Central Asia,1984,[1984],,24.00181,26.01453,0.0,2.441,,-7.0,,,88.80000305,,,,,,,8626.164485,,,52.9,,,70.149,,,,,3.50090003,,,,,1.4824074859999998,3287588.0,110.322,,,,,,,,,,,,66.882,1.793887566,,0.0,0.0,54.0,122.0,0.0,0.0,105.0,62.0,61.0,0.0,404.0,101.0
10,Aruba,America - Central,Central and South America,America,1984,[1984],11.11111111,,,0.0,2.342,,,,,,,,,,,,37769.1644,,,,,,73.071,,,,,,,,,,0.999680433,62833.0,349.07199999999995,,,,,,,,,,,,50.4104,0.9691358459999999,,0.0,141.0,52.0,0.0,0.0,0.0,29.0,34.0,16.0,0.0,272.0,68.0
11,Australia,Oceania,Oceania,East Asia & Pacific,1984,[1984],61.57517931,25.228939999999998,24.11415,0.0,1.84,15.19620007,10.0,4.651519236,13.55258234,55.29999924,,15027.66949,,,9.800000191,14.92303121,60885.75881,,,9.6,7.837041813,,76.02,,,2.799999952,,1.8,2.0061139999999997,2.458567,1.5255530000000002,1.830879603,1.132221774,15567927.0,2.011,,,,2135.575677,13.18387,,23.2,232000000000.0,,-1.474383971,18.100620000000003,85.52,1.062087418,236573.3333,13.0,26.0,23.0,23.0,102.0,16.0,8.0,9.0,197.0,150.0,567.0,63.0
12,Austria,Europe - Western,Europe,Europe & Central Asia,1984,[1984],42.54699818,25.02208,24.06105,0.0,1.5219999999999998,7.22362896,10.0,2.95368815,34.02233845,58.59999847,,16375.10914,,,7.349999905,34.79857526,67010.83859,,,11.3,4.9501088,,73.79,,,,,1.8,1.7252610000000002,2.047148,1.4578010000000001,1.30049689,-0.0062949040000000005,7550960.0,90.045,,92.705,,1037.764609,20.8776,,25.996,124000000000.0,,-0.835091072,22.1333,65.531,0.047129200999999996,54545.333329999994,21.0,75.0,7.0,23.0,51.0,69.0,6.0,29.0,77.0,129.0,487.0,54.111111111111114
13,Azerbaijan,Asia - Western,Asia,Europe & Central Asia,1984,[1984],,24.64121,26.415909999999997,0.0,2.98,,-7.0,,,87.80000305,,,,,,,9281.555824,,,79.6,,,65.499,,,,,,,,,,1.566370993,6565062.0,75.809,,,,,,,,,,,,53.3538,1.8370082669999999,,0.0,0.0,64.0,122.0,0.0,0.0,98.0,99.0,85.0,0.0,468.0,117.0
14,Bahamas,America - Central,Central and South America,America,1984,[1984],1.098901099,24.66558,26.338209999999997,0.0,2.9189999999999996,8.07021054,,,63.588261800000005,73.80000305,,18841.51612,,,,58.30679287,42848.27602,,,24.3,3.1714352189999997,,69.438,,,,,0.943199992,,,,,2.117085897,229899.0,16.566,,,,,,,,4331645714.0,,5.281468929,,75.9596,3.062036475,1855.3333329999998,78.0,163.0,63.0,0.0,11.0,103.0,21.0,72.0,157.0,69.0,737.0,92.125
15,Bahrain,Asia - Western,Asia,Middle East & North Africa,1984,[1984],11.5942029,24.431739999999998,25.6136,0.0,4.4719999999999995,22.74293591,-10.0,8.880986787000001,96.48621034,25.0,,9619.930978,,,,93.84405843,39660.12438,,,22.0,-0.418480511,,70.965,,,,,,,,,,2.6697689380000003,404829.0,583.327,,93.73,,2782.891433,,,,3894427038.0,,2.642151913,,86.9442,2.91251769,9207.0,83.0,140.0,101.0,151.0,3.0,129.0,26.0,50.0,11.0,100.0,794.0,88.22222222222223
16,Bangladesh,Asia - Southern,Asia,South Asia,1984,[1984],77.28355228,20.36524,18.57151,0.0,5.71,0.101556559,-7.0,0.104744473,3.279997223,61.40000153,,264.82342459999995,,,,12.95624424,1427.731516,,,121.0,14.04688355,,56.861000000000004,,,,,,,,,0.017678144,2.6722280069999997,89828434.0,623.817,90.46,62.001000000000005,,5.574101966000001,,,,23788673522.0,,-9.676247022,,16.967,5.83968334,9122.666667,50.0,7.0,126.0,122.0,127.0,13.0,186.0,137.0,8.0,99.0,875.0,97.22222222222223
17,Barbados,America - Central,Central and South America,America,1984,[1984],44.18604651,24.59913,26.99588,0.0,1.858,2.953673137,,,71.92982856,76.59999847,,7353.519251000001,,,,67.18343399,26006.54684,,,19.7,5.448014762000001,,69.54,,,,,0.890699983,,,,,0.485690529,253244.0,588.94,,102.101,,,,,,1862234629.0,,4.746394566,,36.6964,-1.4610964130000001,748.0,97.0,70.0,25.0,0.0,6.0,114.0,46.0,70.0,10.0,50.0,488.0,61.0
18,Belarus,Europe - Eastern,Europe,Europe & Central Asia,1984,[1984],,24.9164,26.17109,0.0,2.099,,-7.0,,,94.09999847,,,,,,,12399.95856,,,16.5,,,70.65,,,,,,,,,,0.6783805270000001,9931687.0,47.84,,,,,,,33.074,,,,,60.766000000000005,2.449895788,,0.0,0.0,36.0,122.0,0.0,0.0,81.0,56.0,111.0,0.0,406.0,101.5
19,Belgium,Europe - Western,Europe,Europe & Central Asia,1984,[1984],,25.21949,24.9503,0.0,1.571,10.71709981,10.0,4.335818475,70.030404,56.70000076,,16013.871030000002,,,7.980000018999999,69.67280616,42997.87603,,,10.2,5.438717464,,74.43,,,8.0,,2.7,1.670277,1.8330799999999998,1.506577,,-0.0015017079999999998,9835279.0,322.172,,101.37100000000001,,1486.3714220000002,14.60331,,14.11,158000000000.0,,0.357484959,18.75999,95.8202,0.11315361300000001,105405.6667,18.0,0.0,9.0,23.0,7.0,117.0,19.0,21.0,19.0,140.0,373.0,46.625
20,Belize,America - Central,Central and South America,America,1984,[1984],4.252520823999999,24.81656,26.270329999999998,0.0,5.17,1.070453214,,,62.44665718,21.29999924,,1798.958544,,,,70.15173068,7075.9533200000005,,,47.9,9.444440341,,70.865,,,,,0.27189999800000003,,,,,3.133109549,160991.0,7.01,,,,,,,,291512608.0,,-7.705073495,,48.61,2.740956407,172.33333330000002,128.0,154.0,115.0,0.0,12.0,119.0,118.0,52.0,182.0,23.0,903.0,112.875
21,Benin,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],19.07430844,20.960539999999998,21.27736,0.0,6.994,0.12745130699999999,-7.0,0.365284548,19.57937532,42.79999924,,312.4100267,,,,30.93192817,2487.640113,,,120.9,1.9535809569999998,,49.352,,,,,,,,,,2.762476367,4027682.0,35.763000000000005,,,,15.79907709,,,,1258288241.0,,-11.35255285,,30.1046,5.0859194489999995,513.3333333,105.0,124.0,168.0,122.0,89.0,56.0,160.0,160.0,126.0,38.0,1148.0,127.55555555555556
22,Bermuda,America - North,North America,America,1984,[1984],20.0,25.56404,27.99515,0.0,,7.723867389,,,,,,42006.57456,,,,,91293.04491,,,,10.29655249,,,,,,,,,,,,0.722024752,57441.0,1083.792,,,,,,,,2335565546.0,,,,100.0,0.722024797,443.66666669999995,92.0,120.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,34.0,254.0,63.5
23,Bhutan,Asia - Southern,Asia,South Asia,1984,[1984],9.446808511,21.7664,20.45975,0.0,6.362,0.10765180699999999,-10.0,,12.93080412,33.40000153,,302.56742149999997,,,,47.359113799999996,2071.200911,,,114.7,8.238537015,,47.92,,,,,,,,,,2.5519688940000003,476846.0,10.146,,46.74,,,,,,143885322.5,,-33.78973635,,12.3792,7.196431212999999,51.33333333,136.0,143.0,146.0,151.0,107.0,87.0,168.0,166.0,171.0,11.0,1286.0,142.88888888888889
24,Bolivia,America - South,Central and South America,America,1984,[1984],32.04744761,23.1075,23.885,0.0,5.189,0.692984767,8.0,0.437740275,23.65486385,46.0,,906.9457718,,,,25.8198699,5890.958731000001,,,101.2,1443.397382,,55.016000000000005,,,,,0.69749999,,,,,2.118577416,5830816.0,5.308,,,,79.88695117,,,,5288233917.0,,-2.16500605,,49.5054,4.187281721000001,4040.666667,74.0,97.0,116.0,34.0,79.0,43.0,126.0,144.0,187.0,85.0,985.0,109.44444444444444
25,Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,1984,[1984],,25.39811,25.20226,0.0,1.973,,-5.0,,,88.59999847,,,,,,,8440.789081,,,25.7,,,71.774,,,,,1.280300021,,,,,1.116410298,4066739.0,79.433,,,,,,,,,,,,37.1798,2.223109319,,0.0,0.0,28.0,63.0,0.0,0.0,107.0,39.0,83.0,0.0,320.0,80.0
26,Botswana,America - South,Africa,Sub-Saharan Africa,1984,[1984],45.88781254,19.7227,23.71698,0.0,5.731,0.9131087459999999,6.0,0.731353795,60.81127215,48.09999847,,1509.20752,,,,57.96219857,10900.87365,,,45.2,15.42698523,,62.762,,,,,,,,,,3.3442406030000003,1144442.0,1.9669999999999999,,112.75200000000001,,38.36877651,,,,1727138046.0,,2.8490735860000003,,24.675,12.01333038,1045.0,100.0,67.0,128.0,42.0,14.0,101.0,91.0,112.0,198.0,57.0,910.0,101.11111111111111
27,Brazil,America - South,Central and South America,America,1984,[1984],27.17964116,22.9789,24.26384,0.0,3.5869999999999997,1.2654909109999999,-3.0,0.9082017640000001,13.54758492,37.59999847,,3154.965632,,,,7.924387293,13780.507,1.16,46.61,64.0,212.78578169999997,,64.081,,,,,0.926699996,16.0748,29.50028,2.7968990000000002,0.408287013,2.214394193,133380123.0,15.665999999999999,30.64,,,229.75886569999997,4.218064,,,421000000000.0,,5.623197625,19.0379,68.9832,3.496511668,168791.3333,8.0,104.0,80.0,57.0,103.0,3.0,79.0,105.0,161.0,147.0,847.0,94.11111111111111
28,British Virgin Islands,America - Central,Central and South America,America,1984,[1984],,23.97016,25.200229999999998,,,2.589657067,,,,,,,,,,,8866.970828,,,,,,,,,,,,,,,,,12743.0,84.391,,,,,,,,,,,,,,33.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,79.0,6.0,188.0,62.666666666666664
29,Brunei,Asia - South Eastern,Asia,East Asia & Pacific,1984,[1984],2.2770398480000003,23.37014,22.98986,0.0,3.843,9.003045356,,7.982864011,,40.40000153,,22844.52382,,,,,119309.6927,,,11.4,-1.27417168,,71.898,,,,,0.533800006,,,,,2.79935637,213002.0,36.946999999999996,,101.12100000000001,,1004.790769,,,,4865929264.0,,,,61.7796,3.56694854,1917.6666670000002,76.0,160.0,86.0,0.0,0.0,0.0,1.0,38.0,123.0,70.0,554.0,92.33333333333333
30,Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,1984,[1984],55.78956883,25.5058,25.630370000000003,0.0,2.015,9.756090115,-7.0,3.387274223,40.13116139,93.30000305,,1469.146444,,,,38.24614967,16603.95931,,,20.7,2.736752057,,71.35,,,,,2.758500099,2.978453,4.4659260000000005,1.514471,1.247119241,0.23397231,8954236.0,80.733,,99.91799999999999,,1057.953989,9.304911,,80.07,13161315818.0,,1.8850117240000002,12.44767,64.092,1.014014797,87358.33333,53.0,46.0,30.0,122.0,38.0,79.0,69.0,43.0,82.0,136.0,698.0,77.55555555555556
31,Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],32.83991228,20.14327,19.640179999999997,0.0,7.159,0.058478732,-7.0,,10.96091363,80.69999695,,155.6079769,,,,28.75779204,1541.050395,,,110.2,6.501085279,,48.992,,,,,,,,,,2.532370385,7963009.0,29.061999999999998,,58.905,,,,,,1239107721.0,,-17.79687842,,11.6282,8.794115988,465.66666669999995,106.0,93.0,175.0,122.0,114.0,52.0,180.0,163.0,138.0,36.0,1179.0,131.0
32,Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,1984,[1984],83.72274143,21.12775,19.53371,0.0,7.492000000000001,0.046857710999999996,-7.0,,11.50400691,95.30000305,,161.81153909999998,,,,23.55230979,1099.3803890000002,,,110.2,17.21619498,,48.52,,,,,0.0469,,,,,3.3041700539999996,4695065.0,168.68099999999998,,65.196,,,,,,759715693.9,,-12.04830288,,5.0446,6.863580586,220.0,119.0,2.0,181.0,122.0,112.0,36.0,198.0,165.0,45.0,28.0,1008.0,112.0
33,Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,1984,[1984],15.24473148,19.748520000000003,19.7497,0.0,6.2,0.054248649,-3.0,,,84.19999695,,,,,,,1198.009559,,,88.0,,,50.841,,,,,,,,,,4.84831142,7570081.0,41.816,,,,,,,,,,,,12.9392,12.82308961,410.6666667,0.0,133.0,139.0,57.0,0.0,0.0,196.0,156.0,116.0,32.0,829.0,138.16666666666666
34,Cameroon,Africa - Central,Africa,Sub-Saharan Africa,1984,[1984],19.27185801,22.118479999999998,22.046210000000002,0.0,6.707999999999999,0.592809145,-8.0,0.41997164600000003,33.478594199999996,65.30000305,,826.8077331000001,,,,30.99342605,5150.69893,,,94.9,13.55219179,,52.623999999999995,,,,,,,,,,2.860897799,10218016.0,21.491999999999997,,79.653,,26.5965859,,,,9164848021.0,,2.485168147,,35.3698,5.328773705,6057.333333,61.0,123.0,155.0,134.0,53.0,57.0,134.0,153.0,148.0,91.0,1109.0,123.22222222222223
35,Canada,America - North,North America,America,1984,[1984],7.373500442,25.57519,24.50234,0.0,1.624,15.923864000000002,10.0,7.342138316000001,28.63971422,66.69999695,,17516.239990000002,,,11.40999985,25.11510692,48863.69775,,,8.3,3.2795537360000004,,76.43,,,1.299999952,,1.9,2.2401560000000003,3.0684080000000002,1.42474,2.7884956489999997,0.961733829,25538860.0,2.5610000000000004,,98.79299999999999,,3910.2742590000003,16.09591,,,450000000000.0,,3.5246073019999997,15.179570000000002,76.2158,1.1432256570000001,406677.3333,7.0,152.0,11.0,23.0,63.0,41.0,14.0,6.0,193.0,156.0,666.0,74.0
36,Cayman Islands,America - Central,Central and South America,America,1984,[1984],8.333333332999999,,,0.0,,9.656098317,,,,,,,,,,,78360.0424,,,,,,,,,,,,,,,,3.488848118,19366.0,73.35600000000001,,,,,,,,,,,,100.0,3.488848118,187.0,0.0,148.0,0.0,0.0,0.0,0.0,4.0,0.0,91.0,26.0,269.0,89.66666666666667
37,Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1984,[1984],7.9970464539999995,20.92022,20.10716,,5.952000000000001,,-7.0,,,76.19999695,,,,,,35.50167739,1817.2970510000002,,,,,,48.742,,,,,,,,,,,2557808.0,,,,,,,,,,,-12.10768311,,,,,0.0,149.0,132.0,122.0,0.0,71.0,171.0,164.0,0.0,0.0,809.0,134.83333333333334
38,Chad,Africa - Central,Africa,Sub-Saharan Africa,1984,[1984],38.23856417,20.27327,19.3374,0.0,7.0889999999999995,0.043169604,-4.0,,18.01780726,39.79999924,,166.72075619999998,,,,24.05303153,1792.6423120000002,,,119.9,24.06635311,,45.711000000000006,,,,,,,,,,2.5941820559999997,5011242.0,3.903,,,,,,,,835478056.0,,-6.035224272000001,,19.5806,3.61259816,216.33333330000002,117.0,85.0,171.0,58.0,91.0,38.0,172.0,173.0,190.0,27.0,1122.0,124.66666666666667
39,Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1984,[1984],42.10526316,,,,1.4340000000000002,,,,,,,,,,,,,,,,,,74.3,,,,,,,,,,0.9511173690000001,132156.0,677.7230000000001,,,,,,,,,,,,31.9074,0.71508732,,0.0,77.0,2.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,108.0,27.0
40,Chile,America - South,Central and South America,America,1984,[1984],22.19143814,24.73825,24.476010000000002,0.0,2.655,1.864095372,-6.0,0.806580497,24.23391277,39.70000076,,2290.183269,,,,25.342655399999998,10142.63169,,,19.5,12.61234173,,71.40100000000001,,,,,0.8167999979999999,3.5285699999999998,6.50393,0.7115545999999999,0.39770950899999996,1.640387513,11908189.0,15.739,,99.715,,138.1661903,8.117146,,,27271935216.0,,-1.108742623,8.163350999999999,82.3478,1.976357915,22198.0,47.0,115.0,59.0,73.0,76.0,42.0,93.0,42.0,160.0,110.0,817.0,90.77777777777777
41,China,Asia - Eastern,Asia,East Asia & Pacific,1984,[1984],51.34335111,21.643629999999998,21.96185,0.0,2.7689999999999997,1.744278059,-7.0,0.6513542760000001,10.41128712,82.69999695,,258.7202307,,,,10.39031072,3583.8497740000003,,,42.0,4.9362075910000005,,68.1,,,,,1.330000043,,,,0.081333301,1.312068761,1040397958.0,108.40899999999999,92.91,79.087,,15.34768529,,,24.8,268000000000.0,,0.020976401000000002,,22.1708,4.535197363,1814743.333,11.0,52.0,62.0,122.0,117.0,7.0,148.0,85.0,62.0,162.0,828.0,92.0
42,Colombia,America - South,Central and South America,America,1984,[1984],40.87967553,22.451810000000002,23.948179999999997,0.0,3.525,1.6681349580000002,8.0,0.670614708,11.87579493,53.5,,2003.9920129999998,,,,12.47217738,8941.10028,,,35.7,22.17500486,,67.311,,,,,0.758400023,36.87381,68.40948,5.327349,0.26267446,2.1697525719999997,29359535.0,25.779,,101.76100000000001,,303.8656062,6.582634,,,58836273631.0,,-0.5963824529999999,19.899520000000003,64.8834,3.239828372,48975.66667,32.0,78.0,79.0,34.0,111.0,11.0,102.0,90.0,143.0,127.0,807.0,89.66666666666667
43,Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1984,[1984],64.51612903,21.10763,21.01693,0.0,6.766,0.12716129699999998,-6.0,,9.018906391,72.09999847,,436.23452580000003,,,,55.53568272,2582.1751679999998,,,104.1,6.159892419,,53.625,,,,,0.08389999699999999,,,,,3.003972095,374852.0,201.425,,,,,,,,163524143.1,,-46.51677633,,25.0182,4.822292013,47.66666667,134.0,20.0,158.0,73.0,118.0,98.0,157.0,150.0,38.0,9.0,955.0,106.11111111111111
44,Cook Islands,Oceania,Oceania,East Asia & Pacific,1984,[1984],,,,,,1.246317698,,,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,74.797,,,,,,,,,,,,,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,92.0,46.0
45,Costa Rica,America - Central,Central and South America,America,1984,[1984],53.81903643,23.947,23.79899,0.0,3.491,0.76439697,10.0,0.607973936,29.00421722,37.59999847,,2824.580879,,,,29.03058101,11016.14186,,,18.8,17.88360692,,74.23100000000001,92.62904202,97.14819395,0.8999999759999999,,0.989600003,5.210166,8.839482,1.648567,,2.768063546,2619058.0,51.254,,101.069,,614.7124458,6.048057,,,7397741148.0,,-0.026363794,15.732420000000001,45.0702,3.8674905560000004,2002.0,67.0,49.0,77.0,23.0,61.0,53.0,89.0,23.0,105.0,72.0,619.0,68.77777777777777
46,Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1984,[1984],56.29245283,21.310129999999997,21.58632,0.0,7.138999999999999,0.5356471279999999,-9.0,0.51323799,45.3119277,47.90000153,,742.6592873,,,,31.79127049,4500.52964,,,106.4,17.90989589,,52.21,,,,,,,,,,4.1018058139999996,10089976.0,31.29,,64.53,,47.73371524,,,,7493375175.0,,13.520657199999999,,37.6938,4.677026167,5404.666667,66.0,42.0,174.0,144.0,31.0,58.0,139.0,154.0,131.0,89.0,1028.0,114.22222222222223
47,Croatia,Europe - Southern,Europe,Europe & Central Asia,1984,[1984],,25.410729999999997,25.14873,0.0,1.943,,-5.0,,,77.5,,,,,,,27044.601769999997,,,17.0,,,71.07,,,,,1.880300045,,,,,0.449727681,4457579.0,78.842,,,,,,,,,,,,51.845,1.313705809,,0.0,0.0,27.0,63.0,0.0,0.0,43.0,48.0,84.0,0.0,265.0,66.25
48,Cuba,America - Central,Central and South America,America,1984,[1984],57.18808194,23.07165,24.32081,0.0,1.8319999999999999,3.259514092,-7.0,1.572682872,32.30559705,46.0,,3508.5439590000005,,,,44.10863146,15291.21264,,,15.6,2.5843899219999997,,74.435,,,,,1.8861000540000001,,,,,0.526771313,10001593.0,90.21700000000001,,99.43799999999999,,248.98545919999998,,,,35091028699.0,,-11.80303441,,70.3676,1.333511519,32600.33333,43.0,39.0,22.0,122.0,55.0,82.0,73.0,20.0,76.0,117.0,649.0,72.11111111111111
49,Cyprus,Asia - Western,Asia,Europe & Central Asia,1984,[1984],18.72294372,25.543870000000002,24.1944,0.0,2.4530000000000003,4.561118898,10.0,1.327093562,54.65828959,51.20000076,,7893.657975,,,,67.10034074,26037.41785,,,13.4,8.181918685,,75.541,,,,,,,,,,0.522442004,697782.0,75.428,,,,365.7479606,,,,4222775483.0,,-12.44205115,,63.4652,2.45190554,3182.666667,80.0,125.0,55.0,23.0,24.0,113.0,45.0,11.0,87.0,79.0,642.0,71.33333333333333
50,Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,1984,[1984],,26.499579999999998,26.787159999999997,,1.99,,-7.0,,,88.19999695,,,,,,,31801.84622,,,,,,70.99,,,,,,,,,1.050107952,,10301798.0,,,,,729.2840916,,,54.248000000000005,,,,,,,,0.0,0.0,29.0,122.0,0.0,0.0,35.0,49.0,0.0,0.0,235.0,58.75
